Store,Medicine,Category,Quantity,ExpiryDate,LastUpdated,Region,State,StoreSize,StoreTier
ST006,Ticagrelor_200mg_Capsule,Hematology,48,2026-02-02,2025-09-12,Northeast,NY,Large,Urban
ST006,Adalimumab_100mg_Cream,Immunology,4,2027-06-01,2025-08-24,Northeast,NY,Large,Urban
ST006,Imatinib_25mg_Injection,Oncology,21,2025-12-26,2025-08-30,Northeast,NY,Large,Urban
ST006,Warfarin_100mg_Liquid,Hematology,55,2025-12-15,2025-08-31,Northeast,NY,Large,Urban
ST006,Apraclonidine_5mg_Injection,Ophthalmologic,127,2027-03-11,2025-09-09,Northeast,NY,Large,Urban
ST006,Mycophenolate_200mg_Capsule,Immunology,21,2029-08-06,2025-08-29,Northeast,NY,Large,Urban
ST006,Solifenacin_5mg_Cream,Urology,162,2025-07-13,2025-09-08,Northeast,NY,Large,Urban
ST006,Adenosine_10mg_Capsule,Emergency Medicine,157,2028-06-08,2025-09-10,Northeast,NY,Large,Urban
ST006,Azathioprine_500mg_Cream,Immunology,27,2028-04-02,2025-08-20,Northeast,NY,Large,Urban
ST006,Anastrozole_50mg_Injection,Oncology,0,2027-03-22,2025-08-30,Northeast,NY,Large,Urban
ST006,Budesonide_100mg_Tablet,Respiratory,73,2028-07-15,2025-08-29,Northeast,NY,Large,Urban
ST006,Razadyne_25mg_Injection,Geriatric,4,2027-04-23,2025-08-27,Northeast,NY,Large,Urban
ST006,Acetaminophen_200mg_Liquid,Pain Management,5,2026-04-20,2025-09-05,Northeast,NY,Large,Urban
ST006,Glyburide_200mg_Injection,Endocrine,324,2025-08-09,2025-08-14,Northeast,NY,Large,Urban
ST006,Adalimumab_50mg_Injection,Immunology,13,2026-08-19,2025-08-27,Northeast,NY,Large,Urban
ST006,Haloperidol_200mg_Cream,Psychiatric,174,2025-03-22,2025-09-03,Northeast,NY,Large,Urban
ST006,Tramadol_500mg_Tablet,Pain Management,295,2029-01-18,2025-09-08,Northeast,NY,Large,Urban
ST006,Travoprost_100mg_Cream,Ophthalmologic,44,2028-03-31,2025-08-26,Northeast,NY,Large,Urban
ST006,Brimonidine_500mg_Cream,Ophthalmologic,73,2029-03-28,2025-09-01,Northeast,NY,Large,Urban
ST006,Sunitinib_50mg_Tablet,Oncology,42,2027-09-08,2025-08-29,Northeast,NY,Large,Urban
ST006,Methylprednisolone_10mg_Injection,Immunology,24,2025-09-16,2025-09-10,Northeast,NY,Large,Urban
ST006,Insulin_25mg_Liquid,Endocrine,232,2025-11-04,2025-08-21,Northeast,NY,Large,Urban
ST006,Famotidine_5mg_Injection,Gastrointestinal,33,2027-06-26,2025-08-21,Northeast,NY,Large,Urban
ST006,Methylprednisolone_10mg_Capsule,Immunology,5,2025-12-05,2025-09-05,Northeast,NY,Large,Urban
ST006,Pantoprazole_5mg_Cream,Gastrointestinal,4,2029-04-17,2025-08-19,Northeast,NY,Large,Urban
ST006,Pantoprazole_50mg_Cream,Gastrointestinal,176,2027-03-20,2025-08-27,Northeast,NY,Large,Urban
ST006,Naloxone_200mg_Capsule,Emergency Medicine,222,2025-11-25,2025-09-07,Northeast,NY,Large,Urban
ST006,Dasatinib_100mg_Cream,Oncology,9,2029-02-17,2025-09-13,Northeast,NY,Large,Urban
ST006,Loratadine_500mg_Cream,Pediatric,142,2028-05-26,2025-08-21,Northeast,NY,Large,Urban
ST006,Omeprazole_100mg_Injection,Gastrointestinal,40,2026-09-19,2025-09-06,Northeast,NY,Large,Urban
ST006,Erythromycin_25mg_Tablet,Infectious Disease,25,2027-01-14,2025-09-12,Northeast,NY,Large,Urban
ST006,Moxifloxacin_500mg_Cream,Infectious Disease,2,2027-01-04,2025-08-20,Northeast,NY,Large,Urban
ST006,Metoclopramide_500mg_Tablet,Gastrointestinal,103,2026-03-21,2025-09-01,Northeast,NY,Large,Urban
ST006,Ondansetron_Pediatric_25mg_Liquid,Pediatric,3,2026-05-16,2025-09-07,Northeast,NY,Large,Urban
ST006,Donepezil_100mg_Capsule,Neurological,4,2026-10-18,2025-08-27,Northeast,NY,Large,Urban
ST006,Hydrocodone_5mg_Liquid,Pain Management,331,2026-08-11,2025-09-03,Northeast,NY,Large,Urban
ST006,Clindamycin_50mg_Cream,Infectious Disease,150,2028-11-07,2025-08-30,Northeast,NY,Large,Urban
ST006,Amoxicillin_Pediatric_100mg_Cream,Pediatric,141,2028-05-11,2025-09-07,Northeast,NY,Large,Urban
ST006,Acetaminophen_100mg_Capsule,Pain Management,344,2025-12-23,2025-08-20,Northeast,NY,Large,Urban
ST006,Brimonidine_50mg_Tablet,Ophthalmologic,10,2026-07-06,2025-09-12,Northeast,NY,Large,Urban
ST006,Tacrolimus_500mg_Injection,Immunology,22,2026-04-06,2025-08-24,Northeast,NY,Large,Urban
ST006,Ketoconazole_25mg_Liquid,Dermatological,0,2026-01-13,2025-09-09,Northeast,NY,Large,Urban
ST006,Mirabegron_25mg_Capsule,Urology,85,2025-10-01,2025-08-27,Northeast,NY,Large,Urban
ST006,Esomeprazole_100mg_Cream,Gastrointestinal,37,2027-04-27,2025-08-18,Northeast,NY,Large,Urban
ST006,Dipyridamole_200mg_Injection,Hematology,0,2027-04-28,2025-08-19,Northeast,NY,Large,Urban
ST006,Calcipotriene_100mg_Liquid,Dermatological,3,2026-08-28,2025-08-24,Northeast,NY,Large,Urban
ST006,Cyclosporine_50mg_Liquid,Immunology,46,2026-06-05,2025-08-17,Northeast,NY,Large,Urban
ST006,Azathioprine_5mg_Liquid,Immunology,0,2025-10-18,2025-08-22,Northeast,NY,Large,Urban
ST006,Razadyne_100mg_Capsule,Geriatric,19,2026-05-02,2025-08-19,Northeast,NY,Large,Urban
ST006,Sunitinib_25mg_Injection,Oncology,4,2027-04-18,2025-08-19,Northeast,NY,Large,Urban
ST006,Ipratropium_25mg_Cream,Respiratory,10,2026-01-03,2025-09-03,Northeast,NY,Large,Urban
ST006,Doxycycline_200mg_Liquid,Infectious Disease,128,2026-06-28,2025-09-05,Northeast,NY,Large,Urban
ST006,Warfarin_500mg_Tablet,Hematology,60,2029-03-25,2025-09-04,Northeast,NY,Large,Urban
ST006,Albuterol_Pediatric_5mg_Injection,Pediatric,162,2026-05-15,2025-08-28,Northeast,NY,Large,Urban
ST006,Rivastigmine_200mg_Capsule,Geriatric,24,2025-10-03,2025-09-12,Northeast,NY,Large,Urban
ST006,Galantamine_5mg_Capsule,Geriatric,12,2027-12-25,2025-09-02,Northeast,NY,Large,Urban
ST006,Azithromycin_Pediatric_100mg_Liquid,Pediatric,7,2026-07-28,2025-08-19,Northeast,NY,Large,Urban
ST006,Levetiracetam_200mg_Cream,Neurological,93,2027-12-08,2025-08-18,Northeast,NY,Large,Urban
ST006,Quetiapine_100mg_Capsule,Psychiatric,63,2025-09-29,2025-09-12,Northeast,NY,Large,Urban
ST006,Letrozole_500mg_Cream,Oncology,37,2029-04-22,2025-08-19,Northeast,NY,Large,Urban
ST006,Naloxone_25mg_Tablet,Emergency Medicine,129,2025-09-22,2025-08-19,Northeast,NY,Large,Urban
ST006,Aricept_200mg_Capsule,Geriatric,26,2027-04-13,2025-08-27,Northeast,NY,Large,Urban
ST006,Albuterol_50mg_Cream,Respiratory,174,2027-04-25,2025-08-27,Northeast,NY,Large,Urban
ST006,Doxycycline_100mg_Liquid,Infectious Disease,157,2026-07-04,2025-09-07,Northeast,NY,Large,Urban
ST006,Methotrexate_200mg_Liquid,Immunology,45,2025-10-06,2025-09-01,Northeast,NY,Large,Urban
ST006,Ceftriaxone_500mg_Cream,Pediatric,102,2029-06-25,2025-08-31,Northeast,NY,Large,Urban
ST006,Levetiracetam_100mg_Injection,Neurological,103,2027-02-14,2025-08-21,Northeast,NY,Large,Urban
ST006,Tacrolimus_5mg_Injection,Immunology,5,2025-09-26,2025-09-04,Northeast,NY,Large,Urban
ST006,Aspirin_200mg_Cream,Hematology,130,2027-12-17,2025-09-12,Northeast,NY,Large,Urban
ST006,Sertraline_5mg_Capsule,Neurological,68,2029-08-26,2025-09-08,Northeast,NY,Large,Urban
ST006,Albuterol_Pediatric_10mg_Cream,Pediatric,102,2025-12-29,2025-09-04,Northeast,NY,Large,Urban
ST006,Calcium_Chloride_5mg_Injection,Emergency Medicine,372,2027-05-21,2025-08-28,Northeast,NY,Large,Urban
ST006,Loperamide_50mg_Capsule,Gastrointestinal,18,2027-12-06,2025-08-28,Northeast,NY,Large,Urban
ST006,Calcium_Chloride_25mg_Injection,Emergency Medicine,229,2026-04-28,2025-09-12,Northeast,NY,Large,Urban
ST006,Lithium_100mg_Injection,Psychiatric,0,2026-02-08,2025-09-07,Northeast,NY,Large,Urban
ST006,Rivaroxaban_25mg_Liquid,Hematology,78,2026-04-12,2025-08-26,Northeast,NY,Large,Urban
ST006,Tamoxifen_500mg_Injection,Oncology,4,2026-05-05,2025-08-22,Northeast,NY,Large,Urban
ST006,Quetiapine_50mg_Liquid,Psychiatric,151,2025-12-15,2025-09-07,Northeast,NY,Large,Urban
ST006,Bimatoprost_50mg_Liquid,Ophthalmologic,85,2026-01-22,2025-08-24,Northeast,NY,Large,Urban
ST006,Tolterodine_25mg_Capsule,Urology,7,2026-01-22,2025-08-15,Northeast,NY,Large,Urban
ST006,Memantine_5mg_Tablet,Geriatric,166,2028-01-18,2025-08-17,Northeast,NY,Large,Urban
ST006,Famotidine_25mg_Injection,Gastrointestinal,136,2025-09-19,2025-09-07,Northeast,NY,Large,Urban
ST006,Memantine_50mg_Injection,Geriatric,2,2026-11-19,2025-09-09,Northeast,NY,Large,Urban
ST006,Famotidine_25mg_Injection,Gastrointestinal,172,2027-01-02,2025-08-29,Northeast,NY,Large,Urban
ST006,Fluticasone_200mg_Tablet,Respiratory,92,2029-03-16,2025-08-31,Northeast,NY,Large,Urban
ST006,Aspirin_5mg_Liquid,Pain Management,0,2026-08-26,2025-08-25,Northeast,NY,Large,Urban
ST006,Carbachol_25mg_Liquid,Ophthalmologic,5,2026-08-18,2025-08-28,Northeast,NY,Large,Urban
ST006,Oxybutynin_50mg_Injection,Urology,99,2026-08-05,2025-08-18,Northeast,NY,Large,Urban
ST006,Lisinopril_200mg_Liquid,Cardiovascular,67,2026-05-09,2025-09-08,Northeast,NY,Large,Urban
ST006,Cetirizine_500mg_Cream,Pediatric,78,2026-04-11,2025-09-03,Northeast,NY,Large,Urban
ST006,Amoxicillin_Pediatric_50mg_Liquid,Pediatric,0,2026-02-20,2025-08-17,Northeast,NY,Large,Urban
ST006,Vasopressin_500mg_Liquid,Emergency Medicine,568,2025-09-25,2025-08-24,Northeast,NY,Large,Urban
ST006,Clozapine_10mg_Capsule,Psychiatric,18,2028-08-16,2025-08-14,Northeast,NY,Large,Urban
ST006,Aripiprazole_200mg_Liquid,Psychiatric,3,2025-09-15,2025-08-14,Northeast,NY,Large,Urban
ST006,Dasatinib_5mg_Injection,Oncology,4,2026-12-16,2025-09-11,Northeast,NY,Large,Urban
ST006,Amoxicillin_500mg_Capsule,Infectious Disease,19,2026-04-09,2025-09-10,Northeast,NY,Large,Urban
ST006,Finasteride_100mg_Liquid,Urology,64,2026-04-05,2025-08-28,Northeast,NY,Large,Urban
ST006,Dabigatran_100mg_Capsule,Hematology,180,2028-08-02,2025-08-20,Northeast,NY,Large,Urban
ST006,Tacrolimus_25mg_Tablet,Dermatological,55,2027-05-06,2025-09-10,Northeast,NY,Large,Urban
ST006,Pregabalin_5mg_Cream,Neurological,85,2028-10-27,2025-09-03,Northeast,NY,Large,Urban
ST006,Esomeprazole_5mg_Liquid,Gastrointestinal,103,2026-07-21,2025-08-31,Northeast,NY,Large,Urban
ST006,Furosemide_10mg_Tablet,Cardiovascular,73,2025-10-05,2025-09-02,Northeast,NY,Large,Urban
ST006,Metronidazole_5mg_Cream,Dermatological,1,2028-09-16,2025-08-22,Northeast,NY,Large,Urban
ST006,Clopidogrel_5mg_Liquid,Hematology,31,2026-01-14,2025-08-30,Northeast,NY,Large,Urban
ST006,Rosiglitazone_500mg_Tablet,Endocrine,138,2029-03-20,2025-08-24,Northeast,NY,Large,Urban
ST006,Exelon_100mg_Capsule,Geriatric,140,2027-12-21,2025-08-18,Northeast,NY,Large,Urban
ST006,Benzoyl_Peroxide_50mg_Cream,Dermatological,151,2026-09-05,2025-09-01,Northeast,NY,Large,Urban
ST006,Aricept_50mg_Tablet,Geriatric,87,2025-07-23,2025-08-16,Northeast,NY,Large,Urban
ST006,Enoxaparin_50mg_Liquid,Hematology,106,2026-01-20,2025-09-10,Northeast,NY,Large,Urban
ST006,Albuterol_50mg_Cream,Respiratory,68,2027-02-11,2025-08-31,Northeast,NY,Large,Urban
ST006,Donepezil_XR_10mg_Liquid,Geriatric,135,2025-11-10,2025-08-27,Northeast,NY,Large,Urban
ST006,Sertraline_100mg_Injection,Neurological,157,2027-03-25,2025-09-13,Northeast,NY,Large,Urban
ST006,Fluticasone_100mg_Tablet,Respiratory,147,2029-01-05,2025-08-28,Northeast,NY,Large,Urban
ST006,Norepinephrine_10mg_Capsule,Emergency Medicine,492,2029-03-29,2025-08-16,Northeast,NY,Large,Urban
ST006,Furosemide_5mg_Capsule,Cardiovascular,351,2029-01-04,2025-09-04,Northeast,NY,Large,Urban
ST006,Acetaminophen_Pediatric_200mg_Cream,Pediatric,12,2029-08-02,2025-08-22,Northeast,NY,Large,Urban
ST006,Levothyroxine_100mg_Capsule,Endocrine,232,2028-12-10,2025-09-01,Northeast,NY,Large,Urban
ST006,Amiodarone_25mg_Tablet,Emergency Medicine,482,2026-09-08,2025-08-19,Northeast,NY,Large,Urban
ST006,Vardenafil_100mg_Injection,Urology,180,2027-02-01,2025-09-07,Northeast,NY,Large,Urban
ST006,Apixaban_200mg_Liquid,Hematology,15,2025-12-02,2025-09-09,Northeast,NY,Large,Urban
ST006,Norepinephrine_5mg_Cream,Emergency Medicine,590,2029-01-25,2025-09-10,Northeast,NY,Large,Urban
ST006,Repaglinide_10mg_Cream,Endocrine,136,2028-02-06,2025-08-19,Northeast,NY,Large,Urban
ST006,Calcipotriene_25mg_Capsule,Dermatological,106,2026-02-03,2025-09-08,Northeast,NY,Large,Urban
ST006,Sulfasalazine_50mg_Capsule,Immunology,9,2028-04-19,2025-09-01,Northeast,NY,Large,Urban
ST006,Mirabegron_500mg_Injection,Urology,7,2027-05-11,2025-09-07,Northeast,NY,Large,Urban
ST006,Ibuprofen_Pediatric_500mg_Capsule,Pediatric,114,2025-09-30,2025-09-12,Northeast,NY,Large,Urban
ST006,Metoprolol_5mg_Cream,Cardiovascular,10,2026-04-10,2025-08-30,Northeast,NY,Large,Urban
ST006,Rosiglitazone_10mg_Capsule,Endocrine,184,2028-10-15,2025-08-30,Northeast,NY,Large,Urban
ST006,Acetaminophen_Pediatric_5mg_Capsule,Pediatric,6,2027-02-06,2025-08-16,Northeast,NY,Large,Urban
ST006,Letrozole_100mg_Cream,Oncology,43,2028-01-21,2025-08-30,Northeast,NY,Large,Urban
ST006,Ciprofloxacin_10mg_Cream,Infectious Disease,54,2028-03-04,2025-09-02,Northeast,NY,Large,Urban
ST006,Benzoyl_Peroxide_500mg_Liquid,Dermatological,8,2026-08-29,2025-08-15,Northeast,NY,Large,Urban
ST006,Adenosine_100mg_Tablet,Emergency Medicine,148,2029-03-28,2025-09-13,Northeast,NY,Large,Urban
ST006,Lansoprazole_25mg_Injection,Gastrointestinal,133,2026-09-07,2025-09-07,Northeast,NY,Large,Urban
ST006,Phenytoin_200mg_Tablet,Neurological,151,2027-08-17,2025-09-07,Northeast,NY,Large,Urban
ST006,Tamoxifen_50mg_Cream,Oncology,32,2025-09-14,2025-09-07,Northeast,NY,Large,Urban
ST006,Oxycodone_200mg_Injection,Pain Management,320,2026-03-26,2025-09-01,Northeast,NY,Large,Urban
ST006,Dipyridamole_50mg_Cream,Hematology,45,2028-09-28,2025-08-30,Northeast,NY,Large,Urban
ST006,Hydroxychloroquine_200mg_Tablet,Immunology,43,2027-12-22,2025-09-11,Northeast,NY,Large,Urban
ST006,Atropine_25mg_Cream,Emergency Medicine,529,2029-03-09,2025-08-17,Northeast,NY,Large,Urban
ST006,Tamsulosin_10mg_Capsule,Urology,0,2025-10-10,2025-09-10,Northeast,NY,Large,Urban
ST006,Enoxaparin_500mg_Liquid,Hematology,144,2026-02-11,2025-08-18,Northeast,NY,Large,Urban
ST006,Sildenafil_500mg_Tablet,Urology,43,2026-08-29,2025-08-29,Northeast,NY,Large,Urban
ST006,Cromolyn_10mg_Cream,Respiratory,169,2025-12-10,2025-08-16,Northeast,NY,Large,Urban
ST006,Aspirin_100mg_Capsule,Pain Management,210,2026-11-20,2025-08-28,Northeast,NY,Large,Urban
ST006,Rosiglitazone_500mg_Tablet,Endocrine,345,2028-12-04,2025-08-19,Northeast,NY,Large,Urban
ST006,Vardenafil_10mg_Tablet,Urology,146,2027-03-01,2025-08-16,Northeast,NY,Large,Urban
ST006,Mupirocin_500mg_Injection,Dermatological,46,2026-11-03,2025-08-26,Northeast,NY,Large,Urban
ST006,Prednisolone_500mg_Capsule,Pediatric,10,2028-12-01,2025-08-23,Northeast,NY,Large,Urban
ST006,Clopidogrel_10mg_Injection,Hematology,48,2027-01-28,2025-08-16,Northeast,NY,Large,Urban
ST006,Acarbose_50mg_Liquid,Endocrine,183,2025-10-01,2025-09-09,Northeast,NY,Large,Urban
ST006,Rituximab_100mg_Tablet,Oncology,12,2027-02-13,2025-09-08,Northeast,NY,Large,Urban
ST006,Dutasteride_25mg_Capsule,Urology,38,2029-07-24,2025-08-27,Northeast,NY,Large,Urban
ST006,Metoprolol_200mg_Cream,Cardiovascular,196,2028-02-19,2025-08-28,Northeast,NY,Large,Urban
ST006,Pioglitazone_500mg_Tablet,Endocrine,259,2029-01-23,2025-08-30,Northeast,NY,Large,Urban
ST006,Simvastatin_5mg_Cream,Cardiovascular,10,2028-11-10,2025-08-31,Northeast,NY,Large,Urban
ST006,Ciprofloxacin_100mg_Tablet,Infectious Disease,177,2025-12-15,2025-08-15,Northeast,NY,Large,Urban
ST006,Mirabegron_5mg_Liquid,Urology,22,2026-08-18,2025-08-18,Northeast,NY,Large,Urban
ST006,Risperidone_100mg_Cream,Psychiatric,177,2027-04-09,2025-09-09,Northeast,NY,Large,Urban
ST006,Budesonide_100mg_Capsule,Respiratory,103,2029-04-13,2025-08-24,Northeast,NY,Large,Urban
ST006,Mupirocin_25mg_Liquid,Dermatological,37,2026-07-19,2025-08-20,Northeast,NY,Large,Urban
ST006,Ondansetron_10mg_Injection,Gastrointestinal,22,2026-12-12,2025-08-27,Northeast,NY,Large,Urban
ST006,Metformin_50mg_Liquid,Endocrine,182,2026-07-16,2025-09-13,Northeast,NY,Large,Urban
ST006,Simvastatin_25mg_Cream,Cardiovascular,346,2025-10-04,2025-08-23,Northeast,NY,Large,Urban
ST006,Epinephrine_50mg_Liquid,Emergency Medicine,403,2026-04-27,2025-08-26,Northeast,NY,Large,Urban
ST006,Dorzolamide_200mg_Cream,Ophthalmologic,145,2026-09-23,2025-08-28,Northeast,NY,Large,Urban
ST006,Dorzolamide_500mg_Injection,Ophthalmologic,72,2027-06-09,2025-09-01,Northeast,NY,Large,Urban
ST006,Lithium_200mg_Capsule,Psychiatric,68,2027-12-07,2025-09-13,Northeast,NY,Large,Urban
ST006,Carbachol_25mg_Cream,Ophthalmologic,122,2029-05-03,2025-09-12,Northeast,NY,Large,Urban
ST006,Lansoprazole_50mg_Capsule,Gastrointestinal,20,2028-11-25,2025-08-17,Northeast,NY,Large,Urban
ST006,Tamsulosin_5mg_Cream,Urology,126,2028-10-19,2025-09-07,Northeast,NY,Large,Urban
ST006,Pioglitazone_500mg_Liquid,Endocrine,102,2026-03-12,2025-08-14,Northeast,NY,Large,Urban
ST006,Sitagliptin_10mg_Cream,Endocrine,100,2027-05-17,2025-09-06,Northeast,NY,Large,Urban
ST006,Adapalene_25mg_Tablet,Dermatological,70,2029-01-27,2025-09-08,Northeast,NY,Large,Urban
ST006,Oxybutynin_500mg_Injection,Urology,0,2026-11-12,2025-08-21,Northeast,NY,Large,Urban
ST006,Tacrolimus_25mg_Tablet,Immunology,42,2028-01-17,2025-09-01,Northeast,NY,Large,Urban
ST006,Lisinopril_5mg_Tablet,Cardiovascular,350,2027-02-10,2025-08-23,Northeast,NY,Large,Urban
ST006,Apraclonidine_10mg_Capsule,Ophthalmologic,124,2028-09-10,2025-09-02,Northeast,NY,Large,Urban
ST006,Adalimumab_500mg_Injection,Immunology,0,2027-04-27,2025-08-14,Northeast,NY,Large,Urban
ST006,Theophylline_5mg_Tablet,Respiratory,0,2027-08-30,2025-09-04,Northeast,NY,Large,Urban
ST006,Phenytoin_50mg_Tablet,Neurological,91,2029-05-21,2025-08-16,Northeast,NY,Large,Urban
ST006,Ciprofloxacin_50mg_Cream,Infectious Disease,2,2028-07-24,2025-09-07,Northeast,NY,Large,Urban
ST006,Cephalexin_10mg_Liquid,Infectious Disease,171,2025-10-10,2025-09-02,Northeast,NY,Large,Urban
ST006,Olanzapine_25mg_Capsule,Psychiatric,5,2028-05-29,2025-09-07,Northeast,NY,Large,Urban
ST006,Valproate_500mg_Tablet,Neurological,44,2029-05-03,2025-08-29,Northeast,NY,Large,Urban
ST006,Rosiglitazone_50mg_Tablet,Endocrine,283,2027-03-14,2025-09-03,Northeast,NY,Large,Urban
ST006,Albuterol_5mg_Injection,Respiratory,0,2027-09-08,2025-08-22,Northeast,NY,Large,Urban
ST006,Simvastatin_500mg_Liquid,Cardiovascular,2,2025-10-31,2025-09-01,Northeast,NY,Large,Urban
ST006,Dorzolamide_50mg_Capsule,Ophthalmologic,10,2025-10-07,2025-08-18,Northeast,NY,Large,Urban
ST006,Adapalene_200mg_Injection,Dermatological,6,2026-04-23,2025-08-27,Northeast,NY,Large,Urban
ST006,Oxycodone_100mg_Injection,Pain Management,322,2026-05-01,2025-08-15,Northeast,NY,Large,Urban
ST006,Valproate_50mg_Liquid,Neurological,142,2026-08-07,2025-08-30,Northeast,NY,Large,Urban
ST006,Rituximab_200mg_Tablet,Oncology,46,2026-10-21,2025-08-28,Northeast,NY,Large,Urban
ST006,Clozapine_200mg_Liquid,Psychiatric,115,2026-03-05,2025-08-26,Northeast,NY,Large,Urban
ST006,Aripiprazole_200mg_Injection,Psychiatric,141,2026-11-01,2025-09-04,Northeast,NY,Large,Urban
ST006,Amiodarone_200mg_Liquid,Emergency Medicine,229,2026-08-23,2025-08-19,Northeast,NY,Large,Urban
ST006,Aripiprazole_100mg_Liquid,Psychiatric,1,2025-11-02,2025-09-02,Northeast,NY,Large,Urban
ST006,Galantamine_100mg_Injection,Geriatric,81,2026-02-24,2025-08-16,Northeast,NY,Large,Urban
ST006,Exelon_50mg_Capsule,Geriatric,46,2026-04-02,2025-08-29,Northeast,NY,Large,Urban
ST006,Haloperidol_25mg_Tablet,Psychiatric,21,2028-04-01,2025-09-10,Northeast,NY,Large,Urban
ST006,Aspirin_25mg_Injection,Hematology,98,2027-06-02,2025-08-25,Northeast,NY,Large,Urban
ST006,Letrozole_10mg_Injection,Oncology,60,2026-07-27,2025-08-19,Northeast,NY,Large,Urban
ST006,Risperidone_100mg_Tablet,Psychiatric,146,2025-09-25,2025-08-17,Northeast,NY,Large,Urban
ST006,Brimonidine_10mg_Capsule,Ophthalmologic,169,2027-12-07,2025-09-11,Northeast,NY,Large,Urban
ST006,Rituximab_500mg_Tablet,Oncology,45,2028-11-28,2025-09-09,Northeast,NY,Large,Urban
ST006,Finasteride_50mg_Liquid,Urology,10,2025-12-25,2025-08-24,Northeast,NY,Large,Urban
ST006,Albuterol_Pediatric_50mg_Liquid,Pediatric,1,2025-11-28,2025-08-29,Northeast,NY,Large,Urban
ST006,Formoterol_25mg_Cream,Respiratory,60,2025-04-28,2025-08-20,Northeast,NY,Large,Urban
ST006,Zafirlukast_5mg_Injection,Respiratory,156,2027-03-23,2025-09-02,Northeast,NY,Large,Urban
ST006,Aspirin_500mg_Injection,Pain Management,206,2026-12-18,2025-09-09,Northeast,NY,Large,Urban
ST006,Loperamide_5mg_Capsule,Gastrointestinal,128,2026-01-17,2025-08-28,Northeast,NY,Large,Urban
ST006,Nilotinib_10mg_Injection,Oncology,56,2027-07-02,2025-09-12,Northeast,NY,Large,Urban
ST006,Rituximab_25mg_Capsule,Oncology,48,2026-07-17,2025-08-30,Northeast,NY,Large,Urban
ST006,Gabapentin_10mg_Tablet,Neurological,78,2027-01-30,2025-08-14,Northeast,NY,Large,Urban
ST006,Hydrocortisone_200mg_Liquid,Dermatological,68,2026-03-28,2025-08-14,Northeast,NY,Large,Urban
ST006,Tolterodine_5mg_Cream,Urology,76,2026-06-06,2025-08-23,Northeast,NY,Large,Urban
ST006,Finasteride_200mg_Cream,Urology,34,2028-12-13,2025-09-03,Northeast,NY,Large,Urban
ST006,Donepezil_5mg_Cream,Neurological,123,2029-02-06,2025-09-03,Northeast,NY,Large,Urban
ST006,Ibuprofen_Pediatric_100mg_Tablet,Pediatric,8,2028-08-17,2025-09-04,Northeast,NY,Large,Urban
ST006,Carvedilol_500mg_Liquid,Cardiovascular,135,2026-02-23,2025-08-14,Northeast,NY,Large,Urban
ST006,Clotrimazole_200mg_Capsule,Dermatological,164,2026-11-16,2025-08-17,Northeast,NY,Large,Urban
ST006,Cetirizine_50mg_Injection,Pediatric,0,2025-09-15,2025-09-03,Northeast,NY,Large,Urban
ST006,Dopamine_200mg_Capsule,Emergency Medicine,271,2028-10-26,2025-09-07,Northeast,NY,Large,Urban
ST006,Lamotrigine_10mg_Cream,Neurological,162,2026-08-22,2025-08-15,Northeast,NY,Large,Urban
ST006,Acarbose_10mg_Capsule,Endocrine,2,2026-08-14,2025-08-19,Northeast,NY,Large,Urban
ST006,Travoprost_50mg_Cream,Ophthalmologic,27,2026-02-11,2025-08-25,Northeast,NY,Large,Urban
ST006,Cetirizine_5mg_Capsule,Pediatric,154,2029-01-20,2025-08-22,Northeast,NY,Large,Urban
ST006,Salmeterol_200mg_Liquid,Respiratory,126,2026-02-11,2025-09-12,Northeast,NY,Large,Urban
ST006,Moxifloxacin_10mg_Liquid,Infectious Disease,24,2026-03-16,2025-09-11,Northeast,NY,Large,Urban
ST006,Aspirin_100mg_Cream,Hematology,3,2027-01-16,2025-08-15,Northeast,NY,Large,Urban
ST006,Fluoxetine_200mg_Capsule,Psychiatric,0,2026-09-13,2025-08-15,Northeast,NY,Large,Urban
ST006,Sorafenib_10mg_Injection,Oncology,50,2026-03-16,2025-08-24,Northeast,NY,Large,Urban
ST006,Mupirocin_10mg_Capsule,Dermatological,168,2026-12-19,2025-08-29,Northeast,NY,Large,Urban
ST006,Aspirin_500mg_Cream,Pain Management,85,2026-05-21,2025-09-01,Northeast,NY,Large,Urban
ST006,Epinephrine_10mg_Cream,Emergency Medicine,148,2026-07-06,2025-08-23,Northeast,NY,Large,Urban
ST006,Sucralfate_50mg_Cream,Gastrointestinal,152,2026-08-24,2025-08-21,Northeast,NY,Large,Urban
ST006,Metoprolol_50mg_Tablet,Cardiovascular,7,2026-06-14,2025-09-10,Northeast,NY,Large,Urban
ST006,Azithromycin_50mg_Tablet,Infectious Disease,21,2029-07-29,2025-08-30,Northeast,NY,Large,Urban
ST006,Brinzolamide_25mg_Injection,Ophthalmologic,87,2025-08-10,2025-09-07,Northeast,NY,Large,Urban
ST006,Clopidogrel_10mg_Liquid,Cardiovascular,192,2025-10-19,2025-08-16,Northeast,NY,Large,Urban
ST006,Donepezil_XR_200mg_Injection,Geriatric,5,2026-06-10,2025-08-19,Northeast,NY,Large,Urban
ST006,Enoxaparin_10mg_Injection,Hematology,6,2025-12-20,2025-09-09,Northeast,NY,Large,Urban
ST006,Warfarin_25mg_Capsule,Hematology,57,2025-12-17,2025-08-22,Northeast,NY,Large,Urban
